ArticleNumber;Category;Gender;Description
1411899;Kettingen;Dames;Goudkleurige byoux ketting met hart medaillon
1198117;Horloges;Kinderen;California jongenshorloge met een stalen band
1397181;Diversen;Dames;Witte velvet scrunchie
1396986;Horloges;Dames;Fossil dames horloge ES4408
1306084;Kettingen;Dames;Zilveren ketting&hanger alfabet met zirkonia
1161278;Kettingen;Dames;Zilverkleurige byoux ketting speelkaart
1158718;Armbanden;Dames;Zilveren armband Swarovski Crystal light topaz
1363443;Vriendschapsringen;Heren;Zilveren vriendschapsring Corfu heren
1307198;Kettingen;Dames;Goudklleurige byoux ketting
1246137;Oorbellen;Dames;14karaat geelgouden oorbellen met zirkonia 5mm
1328614;Armbanden;Dames;9 Karaat bangle wit
1283509;Oorbellen;Kinderen;9 Karaat oorknoppen blauwe dolfijn
1356676;Oorbellen;Dames;Zilveren oorbellen ovaal
1222290;Kettingen;Dames;Zilverkleurige byoux ketting met ovale munt
1423589;Cadeau Sets;Dames;Stalen set goldplated met light colorado kristal
1336305;Armbanden;Dames;Zilveren armband munt indiaan
1148763;Oorbellen;Dames;Zilveren opengewerkte oorbellen met zirkonia
1283607;Oorbellen;Dames;Zilveren oorbellen rond 14mm
1370291;Kettingen;Dames;Stalen ketting goldplated wit kristal
1405175;Kettingen;Dames;Zilveren ketting&hanger knoop met zirkonia
1267134;Kettingen;Dames;Zilveren ketting Swarovski Crystal white
1409385;Oorbellen;Dames;Goudkleurige byoux oorringen parel
1405652;Horloges;Heren;Q&Q horloge VN16J404Y
1166138;Vriendschapsringen;Dames;Zilveren vriendschapsring Santorini dames zirkonia
1273057;Trouwringen;Dames;14K rosegouden trouwring  diamant Aster  H162R
1421773;Armbanden;Dames;Zilveren armband franse gourmet Bali
1281175;Oorbellen;Kinderen;Zilveren kinderoorbellen hart purple mix kristal
1257485;Armbanden;Kinderen;Stalen kinderarmband licht roze kristal
1352694;Trouwringen;Heren;14K witgouden trouwring Heren Cyclaam
1222234;Horloges;Dames;Clueless horloge met zwarte leren band
1451191;Oorbellen;Dames;Zilveren oorbellen bloemen zirkonia
1174044;Oorbellen;Dames;Geelgouden solitair oorbellen  diamanten (0,47ct.)
1231032;Ringen;Dames;Swarovski Zirconia artic blue 6mm
1366866;Horloges;Kinderen;Regal jongenshorloge met een grijze leren band
1240107;Oorbellen;Dames;Goudkleurige byoux oorbellen met parel
1333392;Horloges;Dames;Clueless horloge met witte leren band
1182458;Diversen;Dames;Zilveren enkelband dubbel singapore
1362477;Oorbellen;Dames;Stalen roseplated oorringhangers hand
1371285;Oorbellen;Dames;9 Karaat oorbellen ovaal met kristal
1216000;Diversen;Heren;Stalen sleutelhanger met schakel
1245934;Kettingen;Kinderen;Zilveren kinderketting met 3harten
1182694;Armbanden;Dames;Stalen plaatarmband roseplated
1194999;Trouwringen;Dames;14 K bicolour trouwring geel/wit Flora Dames H12
1146273;Kettingen;Dames;Geelgouden ketting koord
1348893;Trouwringen;Heren;14K witgouden trouwring Balance heren H235
1355943;Diversen;Dames;Goudkleurige verstelbare enkelband met schelpen
1282637;Kettingen;Dames;Zilverkleurige byoux ketting sterrenbeeld ram
1223074;Ringen;Dames;Zilveren ring goldplated twist
1382283;Geschenkartikelen;Unisex;Verzilverde spaarpot giraffe
1240896;Kettingen;Dames;Zilveren ketting&hanger gold munt hoofd
1391747;Cadeau Sets;Dames;Goldplated set met armband en ketting
1357147;Horloges;Kinderen;Q&Q kinderhorloge VR99J004Y
1329830;Geschenkartikelen;Dames;Zwarte sieradendoos met vakjes
1176415;Trouwringen;Heren;14K wit rose gouden trouwring Heren Viola
1320233;Armbanden;Heren;Guess stalen goldplated herenarmband kralen leeuw
1212330;Ringen;Dames;14 Karaat geelgouden ring met diamant 0,20CT
1287732;Horloges;Dames;Breil Rockers horloge TW1709
1335690;Piercings;Dames;Stalen navelpiercing rond zirkonia
1299083;Armbanden;Dames;Zilveren armband pave met zirkonia
1287526;Armbanden;Heren;Stalen armband met zwart leer
1367818;Horloges;Heren;Breil Clubs horloge TW1728
1439837;Ringen;Dames;Stalen ring gourmet schakel met kristal
1424000;Kettingen;Dames;Stalen ketting  roseplated sapphire kristal
1204302;Armbanden;Heren;Stalen herenarmband gevlochten leer donker blauw
1208463;Oorbellen;Dames;Goudkleurige byoux oorbellen munt
1218936;Armbanden;Dames;9 Karaat bicolor bangle dubbel
1245417;Trouwringen;Dames;Palladium trouwring  diamant  Medinilla H226P
1247351;Kettingen;Dames;Zilveren ketting&hanger goldplated luipaard
1407651;Armbanden;Dames;Zilveren armband rhodiumplated open hart
1305487;Ringen;Kinderen;Zilveren kinderring met zirkonia
1321933;Trouwringen;Dames;Palladium trouwring  diamant Anemoon H208P
1161029;Horloges;Dames;Joy de la Luz horloge
1161106;Horloges;Dames;Breil Clubs dames horloge TW1796
1233086;Horloges;Heren;Pulsar heren horloge PJ6065X1
1305096;Trouwringen;Dames;14K rose wit gouden trouwring diamant IJsbloem
1247271;Diversen;Dames;Zilverkleurig byoux enkelbandje multi disc
1172435;Kettingen;Dames;14 Karaat geelgouden ketting hanger open driehoek
1340993;Oorbellen;Dames;Zilveren oorbellen rose druppel Swarovski Crystal
1297564;Horloges;Unisex;HOT&TOT horloge Pantera Nero
1297399;Piercings;Dames;Stalen neuspiercing goldplated wrap around
1280051;Kettingen;Dames;14Karaat geelgouden ketting&hanger hart
1366583;Kettingen;Dames;Goldplated ketting&hanger met ruby zirkonia
1215077;Trouwringen;Dames;9 K gele trouwring  dia Daisy Dames H147
1375061;Armbanden;Dames;Zilveren armband gourmetschakel
1416739;Trouwringen;Dames;Palladium trouwring Madelief Dames H18P
1230781;Kettingen;Dames;Goldplated choker cirkel
1225425;Ringen;Dames;Stalen rose plated ring
1407358;Diversen;Dames;Bruine zonnebril met print en spiegelglazen
1231449;Trouwringen;Heren;14 Karaat witgouden trouwring Bluebell Heren H87
1289373;Hangers;Dames;Zilveren ashanger infinity met zirkonia
1324750;Trouwringen;Heren;14 Karaat geelgouden trouwring Nigella Heren H07
1300143;Trouwringen;Dames;14 K bicolour trouwring geel/wit Prunus Dames H45
1391086;Trouwringen;Heren;9 Karaat trouwring Wisteria Heren H68
1264181;Hangers;Dames;9 Karaat hanger open hart
1194310;Piercings;Dames;Stalen neuspiercing goldplated wrap around
1222524;Trouwringen;Dames;Palladium trouwring Lenteroos Dames H91P
1396042;Trouwringen;Heren;14 Karaat rose gouden trouwring Clover Heren H04R
1189346;Oorbellen;Kinderen;9 Karaat kinderoorbellen met dolfijn
1448001;Kettingen;Dames;Zilveren ketting Swarovski Crystal aqua
1443201;Cadeau Sets;Dames;Zilveren set ketting&oorbellen levensboom kristal
1340581;Armbanden;Dames;Guess stalen armband bangle roseplated Believe
1368140;Trouwringen;Dames;Palladium trouwring Dames Mimosa
1185100;Ringen;Dames;Zilveren ring met Swarovski Zirconia
1366541;Armbanden;Dames;Zilveren armband met gourmet schakel & zirkonia
1187718;Horloges;Kinderen;Little Miss Lovely horloge met witte glitter band
1304707;Oorbellen;Dames;Goudkleurige byoux oorringen 70mm
1255691;Trouwringen;Heren;14K rosegouden trouwring Heren 4mm Jasmijn
1250100;Vriendschapsringen;Heren;Stalen vriendschapsring Sydney heren
1233928;Ringen;Dames;14 Karaat bicolor ring met diamant
1262962;Vriendschapsringen;Heren;Zilveren vriendschapsring Istanbul heren
1179754;Hangers;Dames;Zilveren  letterhanger H
1192141;Horloges;Dames;Michael Kors horloge Ritz MK5020
1299393;Oorbellen;Dames;9 Karaat oorknoppen bloem zirkonia en parel
1301570;Ringen;Dames;Zilveren ring met zirkonia
1394005;Ringen;Dames;Geelgouden ring met diamant
1207158;Oorbellen;Dames;Zilveren oorbellen bloem/druppel zirkonia
8437874;Horloges;Dames;Casio horloge LTP-1259D-7BEF
1231308;Ringen;Dames;Geelgouden solitair  ring met diamant (1,00ct.)
1291593;Horloges;Dames;Clueless horloge met bicolor mesh band
1237226;Armbanden;Dames;14 Karaat witgouden armband met diamant 0,30ct
1335188;Oorbellen;Dames;Zilverkleurige byoux oorbellen met hanger hart
1356858;Vriendschapsringen;Heren;Stalen vriendschapsring Rome heren
1333217;Ringen;Dames;Zilveren ring 2delig triangle/disc
1318232;Diversen;Dames;Goudkleurig byoux enkelbandje multi
1158905;Vriendschapsringen;Dames;Stalen vriendschapsring Bora Bora dames
1331941;Trouwringen;Heren;14k bicolor gouden trouwring Heren Ijsbloem
1289072;Kettingen;Kinderen;Zilveren kinderkettingen hart roze kristal
1335422;Ringen;Kinderen;Stalen kinderring 2in1 fuchsia/light siam kristal
1341948;Vriendschapsringen;Heren;Zilveren vriendschapsring Pamplona heren
1199112;Trouwringen;Dames;9 K rose trouwring diamant Senna Dames H35R
1305833;Armbanden;Dames;14 Karaat geelgouden armband rijstekorrel
1236178;Kettingen;Dames;Byoux ketting sterrenbeeld boogschutter
1325838;Armbanden;Dames;Stalen armband bangle met zirkonia
1179099;Horloges;Heren;Invicta Pro Diver horloge 9094
1305582;Armbanden;Dames;Byoux armband vlecht taupe
1437542;Ringen;Heren;14 Karaat geelgouden ring onyx zeskant
1193425;Oorbellen;Kinderen;Geelgouden oorbellen bloem met zirkonia 5mm
1387187;Kettingen;Dames;Zilveren ketting druppel met zirkonia
1210190;Ringen;Dames;14 karaat geelgouden ring cirkel met zirkonia
1222408;Horloges;Heren;Diesel horloge DZ7331
1425925;Ringen;Dames;14 Karaat geelgouden ring entourage met diamant
1355731;Vriendschapsringen;Heren;Stalen vriendschapsring Malaga heren
1235510;Trouwringen;Dames;9K rose trouwring Dames Rozemarijn
1377103;Kettingen;Dames;9 Karaat bicolor ketting met hanger open hart
1417032;Trouwringen;Dames;Palladium trouwring  diamant Crassula H216P
3444150;Hangers;Dames;Zilveren hanger graveerplaat hart mat
1353109;Armbanden;Dames;14 Karaat geelgouden armband 5 zirkonia
1394851;Armbanden;Dames;9 Karaat tennisarmband met diamant
1420713;Oorbellen;Dames;Zilveren oorbellen mat/glans met zirkonia
1273252;Diversen;Dames;Bruine zonnebril in de vorm van een cateye
1185546;Oorbellen;Dames;14 karaat geelgouden oorbellen blad met zirkonia
1312227;Armbanden;Dames;9 Karaat bangle twist
1389690;Vriendschapsringen;Heren;Zilveren vriendschapsring Lyon heren
1241034;Kettingen;Dames;Goudkleurige byoux ketting multil layer
1187070;Armbanden;Dames;9 Karaat armband fantasie
1409776;Vriendschapsringen;Dames;Zilveren gerhodineerde relatiering diamant Java
1156674;Oorbellen;Dames;Goudkleurige byoux oorbellen druppel
1284794;Horloges;Dames;More Stories horloge met een beige leren band
1372162;Armbanden;Dames;14Karaat geelgouden armband fantasie
1350271;Horloges;Heren;Pulsar horloge PJ6024X1
1266661;Ringen;Dames;Geelgouden solitair ring met diamant (0,20ct.)
1245313;Trouwringen;Dames;14K geel wit gouden trouwrg diamant Sering
1228053;Armbanden;Dames;14 Karaat geelgouden armband met open hart
1146477;Kettingen;Dames;Stalen ketting mesh roseplated
1374341;Trouwringen;Heren;9 Karaat trouwring Prunus Heren H139
1254267;Piercings;Dames;Stalen helixpiercing  met kristal
1163846;Kettingen;Heren;Zilveren herenketting dubbele gourmet
1271457;Diversen;Dames;Byoux sleutelhanger fluffy hart roze
1277343;Horloges;Heren;Regal horloge bicolor stalen band R75215-232
1350799;Armbanden;Kinderen;Stalen kinderarmband aqua kristal
1191031;Kettingen;Kinderen;Zilveren kinderketting bij
1288562;Geschenkartikelen;Kinderen;Verzilverde fotolijst eerste communie
1362233;Trouwringen;Dames;9 K witte trouwring Orchid Dames H41W
1339565;Horloges;Heren;Q&Q horloge Q252J405Y
1178964;Oorbellen;Dames;Zilverkleurige byoux statement oorbellen bloem
1292780;Horloges;Dames;Michael Kors horloge Darci MK3192
1245384;Armbanden;Kinderen;Zilveren kinderplaatarmband met open hart
1326444;Armbanden;Dames;Stalen armband leer zilverkleur met wit kristal
1417266;Cadeau Sets;Dames;Zilveren set ketting&oorbellen met zirkonia
1394859;Ringen;Dames;Zilveren ring blackplated ster
1435183;Kettingen;Dames;9 Karaat ketting gourmet schakel diamond cut
1391081;Oorbellen;Dames;Zilveren oorbellen graveer bar 17*5mm
1270061;Armbanden;Dames;Zilveren armband tekst/zwart koord Bali
1403261;Armbanden;Dames;Goldplated armband met 9 vierkante bedels
1168482;Oorbellen;Kinderen;Zilveren oorbellen pinguin
1192780;Oorbellen;Dames;Goudkleurige byoux oorbellen parel
1221250;Hangers;Dames;Zilveren  letterhanger S
1265555;Oorbellen;Kinderen;Stalen kinderoorbellen licht roze kristal
1257506;Trouwringen;Heren;9K rose trouwring Heren 4mm Jasmijn
1362850;Hangers;Dames;Zilveren hanger kruis met zirkonia
1437707;Kettingen;Dames;Vriendschapsketting 'xo' goudkleurig
1290271;Ringen;Dames;Zilveren ring glad 5mm
1207881;Oorbellen;Kinderen;Zilveren kinderoorbellen krab light peach kristal
1217075;Oorbellen;Dames;Red Carpet byoux oorbellen zilverkleurig
1400133;Kettingen;Dames;Zilveren ketting&hanger entourage zirkonia
1193777;Horloges;Unisex;Casio Retro horloge A158WEA-1EF
1328920;Cadeau Sets;Dames;Red Carpet byoux set ketting met oorbellen
1399001;Horloges;Heren;Pulsar stalen heren horloge PS9539X1
1270197;Trouwringen;Dames;14k bicolor gouden trouwring met diamant Clematis
1417948;Oorbellen;Dames;Zilveren oorbellen vlinder
1389067;Ringen;Dames;Bicolor gouden ring met zirkonia
1210013;Kettingen;Dames;Zilveren ketting met hanger ster/roseplated hart
1244618;Hangers;Dames;14 Karaat geelgouden hanger sneeuwvlok
1229511;Hangers;Dames;Zilveren hanger muzieknoot
1201483;Armbanden;Dames;Stalen armband leer zilverkleur/staal met kristal
1403576;Oorbellen;Kinderen;Goldplated kinderoorbellen met kristallen
1208779;Trouwringen;Heren;9K witte trouwring Heren Rozemarijn
1420177;Oorbellen;Dames;14 Karaat geelgouden oorbellen 14mm
1299242;Trouwringen;Dames;14K geelgouden trouwring Dames Rozemarijn
1221043;Armbanden;Heren;Stalen armband franse gourmetschakel mat
1300982;Kettingen;Dames;Zilveren ketting layering met disc
1225682;Horloges;Heren;Regal horloge met rosekleurige mesh band
1347845;Hangers;Dames;Zilveren hanger hart S met zirkonia
1267391;Oorbellen;Dames;Zilveren oorbellen rose druppel Swarovski Crystal
1412734;Oorbellen;Dames;Zilverkleurige byoux statement oorbellen
1196398;Armbanden;Heren;Police Jewelery Velocity
1258287;Trouwringen;Dames;14K geelgouden trouwring Gentle dames H237
1357200;Trouwringen;Dames;14K rosegouden trouwring  diamant Salvia H172R
1438422;Cadeau Sets;Dames;Zilveren set ketting&oorbellen met zirkonia
1213140;Armbanden;Dames;Stalen armband rose bol/disc
1190716;Oorbellen;Dames;Zilveren oorbellen disc met zirkonia
1330101;Trouwringen;Dames;14K rosegouden trouwring  diamant Calla H200R
1412287;Oorbellen;Dames;Goudkleurige byoux oorbellen met hanger ruit
1320189;Horloges;Dames;Gino Milano Cadeauset
1231875;Horloges;Dames;Regal slimline horloge met een zwarte band
1218450;Ringen;Dames;14 Karaat geelgouden ring met diamant
1161733;Armbanden;Heren;Zilveren herenarmband koningsschakel
1336002;Oorbellen;Dames;Geelgouden oorbellen bol 6 mm
1385599;Armbanden;Dames;9 Karaat tricolor bangle
1248230;Armbanden;Dames;Zilveren armband boze oog met zirkonia
1305041;Piercings;Dames;Stalen helixpiercing  met kristal
1170661;Horloges;Dames;Pulsar dames horloge PH7424X1
1364796;Armbanden;Dames;9 Karaat armband met fantasieschakel
1325870;Horloges;Heren;Regal horloge met een bruine leren band
1449034;Ringen;Heren;Zilveren zegelring Ohm
1334093;Oorbellen;Dames;Zilveren oorbellen met zirkonia
1406047;Trouwringen;Dames;14K geelgouden trouwring diamant Phlox Line H94
1247976;Kettingen;Dames;Zilveren ketting gold Swarovski Crystal white
1443542;Trouwringen;Dames;9 K witte trouwring Susannah Dames H63R
1209153;Armbanden;Dames;Stalen armband gold bol/hart colorado kristal
1390957;Trouwringen;Dames;9 Karaat trouwrng diamant Pioenroos Line H98
1254284;Armbanden;Dames;Stalen armband bangle met kristal
1269117;Kettingen;Dames;Zilveren ketting&hanger blad Bali
1452907;Trouwringen;Heren;9 karaat witte trouwring Gentle heren H239
1213869;Ringen;Dames;14 karaat geelgouden ring met wit&blauwe zirkonia
1218287;Vriendschapsringen;Dames;Stalen vriendschapsring Venice dames
1419769;Armbanden;Dames;Zilveren armband griekse schakel 3mm
1221287;Armbanden;Dames;Zilveren armband bar gedraaid met zirkonia
1386486;Oorbellen;Dames;Zilveren oorbellen doortrek bar
1150436;Ringen;Dames;Witgouden solitair ring met diamant (0,02ct.)
1164601;Kettingen;Dames;Goldplated ketting met 7 vierkante bedels
1426763;Hangers;Unisex;9 karaat hanger dogtag graveerplaat
1278655;Oorbellen;Dames;9 Karaat oorbellen glad 20mm
1284747;Hangers;Dames;Zilveren  letterhanger R
1330210;Oorbellen;Dames;Zilveren oorbellen rhodiumplated rond 5mm
1340085;Horloges;Dames;Clueless horloge met multicolor leren band
1329590;Horloges;Dames;Q&Q Superior horloge S301J402Y
1223718;Cadeau Sets;Dames;Zilveren set mat/glans met zirkonia
1186993;Armbanden;Dames;Zilveren armband ovale schakelakel
1391652;Armbanden;Dames;Zilveren armband goldplated turtle
1368163;Kettingen;Dames;Zilveren ketting met  Swarovski Crystals
1315255;Service;Unisex;Ring vergroten (max 1 mt) <35
1329813;Hangers;Dames;Zilveren hanger kruis zirkonia
1390191;Kettingen;Dames;Goudkleurige byoux ketting met hanger roos
1410559;Oorbellen;Dames;Zilveren oorbellen hanger
1203508;Oorbellen;Dames;9 Karaat oorbellen ovaal hart
1358662;Trouwringen;Heren;14 K bicolour trouwring geel/wit Daisy Heren H40
1412333;Armbanden;Dames;Zilveren armband blackplated ster
1343914;Trouwringen;Dames;14 Karaat geelgouden trouwring Sunflower Dames H65
1176566;Cadeau Sets;Dames;Zilveren set Bali rond met kristal
1209545;Vriendschapsringen;Heren;Zilveren vriendschapsring Ankara heren
1234989;Armbanden;Dames;Zilveren rose plated armband magneetsluiting 19 cm
1383551;Cadeau Sets;Dames;Zilveren set ketting&armband infinity/hart
1196967;Ringen;Dames;Goudkleurige byoux ring met ruit
1361073;Ringen;Dames;Zilverkleurige byoux ring met kompas
1177711;Ringen;Dames;Zilveren ring rhodiumplated met zirkonia
1164636;Armbanden;Heren;Stalen armband fantasieschakel
1292056;Cadeau Sets;Dames;Stalen set ketting&oorbellen zwarte zirkonia
1162988;Armbanden;Dames;Zilveren armband bar
1254391;Oorbellen;Dames;Stalen oorbellen ringen/bar
1187007;Oorbellen;Kinderen;Zilveren kinderoorbellen hart
1270917;Oorbellen;Dames;Zilveren oorbellen rose driehoek Swarovski Crystal
1362687;Oorbellen;Dames;14 Karaat geelgouden oorbellen rond 4mm
1399755;Oorbellen;Dames;Zilveren oorbellen infinity met zirkonia
1188157;Oorbellen;Dames;Goudkleurige byoux oorbellen Mix&Match
1345704;Horloges;Dames;Donna Mae horloge met goud kleurige mesh band
1423988;Oorbellen;Dames;Zilveren oorbellen hart zirkonia
1273346;Ringen;Dames;Geelgouden ring met zirkonia
1249598;Cadeau Sets;Heren;Zilveren set koningsschakel
1148952;Ringen;Dames;Stalen ring mesh blackplated
1141877;Kettingen;Dames;9 Karaat ketting met hanger bar
1318830;Armbanden;Heren;Zilveren armband gourmetschakel
1285412;Diversen;Dames;Goudkleurige zonnebril koord bolletjes
1289549;Horloges;Dames;Q&Q  horloge VG33J302Y
1172773;Trouwringen;Dames;14 Karaat geelgouden trouwring Azalea Dames H141
1253104;Kettingen;Dames;Zilverkleurige byoux ketting sterrenbeeld kreeft
1366997;Oorbellen;Dames;Eve goldplated oorbellen hart met zirkonia
1410457;Piercings;Dames;Stalen navelpiercing goldplated
1447958;Horloges;Heren;Lorus stalen bicolor heren horloge RXN60DX9
1225019;Armbanden;Dames;Guess roseplated armband Swarovski kristal
1202488;Ringen;Dames;Witgouden solitair ring met diamant (0,30ct.)
1190897;Hangers;Unisex;Zilveren hanger rond vingerafdruk 20x20
1277942;Piercings;Dames;Stalen traguspiercing driehoek
